Giver,Receiver,Year,Type,Points
RO,TR,2008,F,8.0
RO,TR,2007,F,7.0
RO,TR,2007,SF,8.0
RO,TR,2006,F,6.0
RO,TR,2006,SF,10.0
RO,TR,2005,F,3.0
RO,TR,2004,F,10.0
RO,TR,2003,,10.0
RO,TR,2002,,7.0
RO,TR,2000,,0.0
RO,TR,1998,,2.0
RU,TR,2012,F,0.0
RU,TR,2011,SF1,2.0
RU,TR,2010,F,0.0
RU,TR,2009,F,0.0
RU,TR,2008,F,2.0
RU,TR,2007,F,2.0
RU,TR,2007,SF,7.0
RU,TR,2006,F,0.0
RU,TR,2006,SF,0.0
RU,TR,2005,F,0.0
RU,TR,2004,F,8.0
RU,TR,2003,,0.0
RU,TR,2002,,0.0
RU,TR,2001,,0.0
RU,TR,2000,,0.0
RU,TR,1997,,4.0
RU,TR,1995,,0.0
SM,TR,2012,F,5.0
SM,TR,2011,SF1,10.0
SM,TR,2008,F,4.0
RS,TR,2012,F,0.0
RS,TR,2012,SF2,0.0
RS,TR,2011,SF1,0.0
RS,TR,2010,F,3.0
RS,TR,2009,F,0.0
RS,TR,2008,F,0.0
RS,TR,2008,SF2,0.0
RS,TR,2007,F,0.0
RS,TR,2007,SF,0.0
CS,TR,2006,F,0.0
CS,TR,2006,SF,0.0
CS,TR,2005,F,0.0
CS,TR,2004,F,2.0
SK,TR,2012,F,0.0
SK,TR,2012,SF2,3.0
SK,TR,2010,F,0.0
SK,TR,2009,F,0.0
SK,TR,1998,,0.0
SK,TR,1996,,0.0
SI,TR,2012,F,0.0
SI,TR,2012,SF2,0.0
SI,TR,2010,F,2.0
SI,TR,2010,SF2,3.0
SI,TR,2009,F,0.0
SI,TR,2008,F,0.0
SI,TR,2007,F,0.0
SI,TR,2007,SF,0.0
SI,TR,2006,F,0.0
SI,TR,2006,SF,0.0
SI,TR,2005,F,0.0
SI,TR,2004,F,0.0
SI,TR,2003,,10.0
SI,TR,2002,,0.0
SI,TR,2001,,0.0
SI,TR,1999,,0.0
SI,TR,1998,,0.0
SI,TR,1997,,0.0
SI,TR,1996,,0.0
SI,TR,1995,,3.0
SI,TR,1993,,0.0
ES,TR,2012,F,0.0
ES,TR,2011,SF1,0.0
ES,TR,2010,F,3.0
ES,TR,2009,F,2.0
ES,TR,2008,F,0.0
ES,TR,2007,F,0.0
ES,TR,2007,SF,2.0
ES,TR,2006,F,0.0
ES,TR,2006,SF,0.0
ES,TR,2005,F,0.0
ES,TR,2004,F,2.0
ES,TR,2003,,3.0
ES,TR,2002,,4.0
ES,TR,2001,,0.0
ES,TR,2000,,0.0
ES,TR,1999,,0.0
ES,TR,1998,,0.0
ES,TR,1997,,12.0
ES,TR,1996,,8.0
ES,TR,1995,,2.0
ES,TR,1993,,6.0
ES,TR,1992,,0.0
ES,TR,1991,,2.0
ES,TR,1990,,0.0
ES,TR,1989,,1.0
ES,TR,1988,,5.0
ES,TR,1987,,0.0
ES,TR,1986,,0.0
ES,TR,1985,,3.0
ES,TR,1984,,0.0
ES,TR,1983,,0.0
ES,TR,1982,,0.0
ES,TR,1981,,0.0
ES,TR,1980,,0.0
ES,TR,1978,,0.0
ES,TR,1975,,0.0
SE,TR,2012,F,6.0
SE,TR,2012,SF2,7.0
SE,TR,2010,F,5.0
SE,TR,2010,SF2,10.0
SE,TR,2009,F,6.0
SE,TR,2009,SF1,7.0
SE,TR,2008,F,0.0
SE,TR,2008,SF2,6.0
SE,TR,2007,F,7.0
SE,TR,2007,SF,7.0
SE,TR,2006,F,0.0
SE,TR,2006,SF,0.0
SE,TR,2005,F,0.0
SE,TR,2004,F,5.0
SE,TR,2003,,8.0
SE,TR,2002,,0.0
SE,TR,2001,,0.0
SE,TR,2000,,1.0
SE,TR,1999,,0.0
SE,TR,1998,,0.0
SE,TR,1997,,6.0
SE,TR,1996,,0.0
SE,TR,1995,,0.0
SE,TR,1993,,0.0
SE,TR,1992,,0.0
SE,TR,1991,,0.0
SE,TR,1990,,0.0
SE,TR,1989,,0.0
SE,TR,1988,,4.0
SE,TR,1987,,0.0
SE,TR,1986,,0.0
SE,TR,1985,,0.0
SE,TR,1984,,6.0
SE,TR,1983,,0.0
SE,TR,1982,,0.0
SE,TR,1981,,0.0
SE,TR,1980,,0.0
SE,TR,1978,,0.0
SE,TR,1975,,0.0
CH,TR,2012,F,3.0
CH,TR,2011,SF1,5.0
CH,TR,2010,F,3.0
CH,TR,2010,SF2,8.0
CH,TR,2009,F,12.0
CH,TR,2009,SF1,12.0
CH,TR,2008,F,6.0
CH,TR,2008,SF2,7.0
CH,TR,2007,F,10.0
CH,TR,2007,SF,10.0
CH,TR,2006,F,10.0
CH,TR,2006,SF,8.0
CH,TR,2005,F,6.0
CH,TR,2004,F,8.0
CH,TR,2002,,0.0
CH,TR,2000,,5.0
CH,TR,1998,,0.0
CH,TR,1997,,6.0
CH,TR,1996,,6.0
CH,TR,1993,,0.0
CH,TR,1992,,0.0
CH,TR,1991,,0.0
CH,TR,1990,,0.0
CH,TR,1989,,0.0
CH,TR,1988,,0.0
CH,TR,1987,,0.0
CH,TR,1986,,8.0
CH,TR,1985,,12.0
CH,TR,1984,,6.0
CH,TR,1983,,0.0
CH,TR,1982,,3.0
CH,TR,1981,,0.0
CH,TR,1980,,0.0
CH,TR,1978,,0.0
CH,TR,1975,,0.0
UA,TR,2012,F,0.0
UA,TR,2012,SF2,2.0
UA,TR,2010,F,8.0
UA,TR,2010,SF2,10.0
UA,TR,2009,F,0.0
UA,TR,2008,F,4.0
UA,TR,2008,SF2,5.0
UA,TR,2007,F,1.0
UA,TR,2007,SF,1.0
UA,TR,2006,F,0.0
UA,TR,2006,SF,0.0
UA,TR,2005,F,0.0
UA,TR,2004,F,6.0
UA,TR,2003,,2.0
GB,TR,2012,F,1.0
GB,TR,2012,SF2,6.0
GB,TR,2011,SF1,1.0
GB,TR,2010,F,10.0
GB,TR,2010,SF2,8.0
GB,TR,2009,F,12.0
GB,TR,2009,SF1,12.0
GB,TR,2008,F,8.0
GB,TR,2008,SF2,10.0
GB,TR,2007,F,12.0
GB,TR,2007,SF,12.0
GB,TR,2006,F,3.0
GB,TR,2006,SF,0.0
GB,TR,2005,F,1.0
GB,TR,2004,F,6.0
GB,TR,2003,,7.0
GB,TR,2002,,0.0
GB,TR,2001,,0.0
GB,TR,2000,,0.0
GB,TR,1999,,0.0
GB,TR,1998,,0.0
GB,TR,1997,,4.0
GB,TR,1996,,6.0
GB,TR,1995,,2.0
GB,TR,1993,,0.0
GB,TR,1992,,0.0
GB,TR,1991,,5.0
GB,TR,1990,,0.0
GB,TR,1989,,0.0
GB,TR,1988,,1.0
GB,TR,1987,,0.0
GB,TR,1986,,2.0
GB,TR,1985,,8.0
GB,TR,1984,,5.0
GB,TR,1983,,0.0
GB,TR,1982,,0.0
GB,TR,1981,,0.0
GB,TR,1980,,0.0
GB,TR,1978,,1.0
GB,TR,1975,,0.0
YU,TR,1992,,6.0
YU,TR,1991,,0.0
YU,TR,1990,,7.0
YU,TR,1989,,4.0
YU,TR,1988,,0.0
YU,TR,1987,,0.0
YU,TR,1986,,12.0
YU,TR,1984,,10.0
YU,TR,1983,,0.0
YU,TR,1982,,0.0
YU,TR,1981,,3.0
YU,TR,1975,,0.0
AL,UA,2023,F,0.0
AL,UA,2022,F,17.0
AL,UA,2022,SF1,20.0
AL,UA,2021,F,4.0
AL,UA,2018,F,0.0
AL,UA,2017,F,0.0
AL,UA,2016,F,6.0
AL,UA,2016,SF2,10.0
AL,UA,2014,F,0.0
AL,UA,2014,SF1,3.0
AL,UA,2013,F,0.0
AL,UA,2012,F,0.0
AL,UA,2011,F,3.0
AL,UA,2010,F,0.0
AL,UA,2009,F,0.0
AL,UA,2009,SF2,0.0
AL,UA,2008,F,8.0
AL,UA,2008,SF2,0.0
AL,UA,2007,F,0.0
AL,UA,2006,F,0.0
AL,UA,2006,SF,0.0
AL,UA,2005,F,0.0
AL,UA,2004,F,5.0
AL,UA,2004,SF,3.0
AD,UA,2009,F,0.0
AD,UA,2008,F,6.0
AD,UA,2007,F,12.0
AD,UA,2006,F,5.0
AD,UA,2006,SF,6.0
AD,UA,2005,F,0.0
AD,UA,2004,F,10.0
AD,UA,2004,SF,10.0
AM,UA,2023,F,4.0
AM,UA,2022,F,16.0
AM,UA,2022,SF1,19.0
AM,UA,2018,F,4.0
AM,UA,2017,F,0.0
AM,UA,2016,F,10.0
AM,UA,2014,F,0.0
AM,UA,2014,SF1,12.0
AM,UA,2013,F,12.0
AM,UA,2011,F,12.0
AM,UA,2010,F,8.0
AM,UA,2010,SF2,10.0
AM,UA,2009,F,3.0
AM,UA,2008,F,5.0
AM,UA,2007,F,6.0
AM,UA,2006,F,10.0
AM,UA,2006,SF,10.0
AU,UA,2023,F,0.0
AU,UA,2022,F,19.0
AU,UA,2021,F,15.0
AU,UA,2021,SF1,16.0
AU,UA,2018,F,0.0
AU,UA,2018,SF2,12.0
AU,UA,2017,F,0.0
AU,UA,2016,F,10.0
AU,UA,2016,SF2,3.0
AT,UA,2023,F,5.0
AT,UA,2022,F,12.0
AT,UA,2022,SF1,12.0
AT,UA,2021,F,7.0
AT,UA,2018,F,0.0
AT,UA,2017,F,0.0
AT,UA,2016,F,10.0
AT,UA,2014,F,5.0
AT,UA,2013,F,1.0
AT,UA,2013,SF1,2.0
AT,UA,2012,F,0.0
AT,UA,2011,F,0.0
AT,UA,2011,SF2,0.0
AT,UA,2007,F,4.0
AT,UA,2005,F,0.0
AT,UA,2004,F,4.0
AT,UA,2004,SF,4.0
AT,UA,2003,,0.0
AZ,UA,2023,F,9.0
AZ,UA,2022,F,18.0
AZ,UA,2021,F,14.0
AZ,UA,2021,SF1,15.0
AZ,UA,2018,F,14.0
AZ,UA,2017,F,7.0
AZ,UA,2016,F,20.0
AZ,UA,2014,F,10.0
AZ,UA,2014,SF1,12.0
AZ,UA,2013,F,12.0
AZ,UA,2012,F,3.0
AZ,UA,2011,F,12.0
AZ,UA,2010,F,10.0
AZ,UA,2010,SF2,8.0
AZ,UA,2009,F,10.0
AZ,UA,2009,SF2,10.0
AZ,UA,2008,F,10.0
BY,UA,2018,F,12.0
BY,UA,2017,F,1.0
BY,UA,2016,F,17.0
BY,UA,2016,SF2,19.0
BY,UA,2014,F,8.0
BY,UA,2013,F,12.0
BY,UA,2013,SF1,12.0
BY,UA,2012,F,10.0
BY,UA,2012,SF2,12.0
BY,UA,2011,F,10.0
BY,UA,2011,SF2,12.0
BY,UA,2010,F,10.0
BY,UA,2009,F,6.0
BY,UA,2008,F,10.0
BY,UA,2008,SF2,12.0
BY,UA,2007,F,10.0
BY,UA,2006,F,10.0
BY,UA,2006,SF,10.0
BY,UA,2005,F,0.0
BY,UA,2004,F,10.0
BY,UA,2004,SF,12.0
BE,UA,2023,F,1.0
BE,UA,2022,F,18.0
BE,UA,2021,F,20.0
BE,UA,2021,SF1,20.0
BE,UA,2018,F,0.0
BE,UA,2017,F,0.0
BE,UA,2016,F,5.0
BE,UA,2016,SF2,11.0
BE,UA,2014,F,4.0
BE,UA,2014,SF1,7.0
BE,UA,2013,F,8.0
BE,UA,2013,SF1,8.0
BE,UA,2012,F,0.0
BE,UA,2011,F,0.0
BE,UA,2011,SF2,0.0
BE,UA,2010,F,0.0
BE,UA,2009,F,0.0
BE,UA,2008,F,1.0
BE,UA,2007,F,1.0
BE,UA,2006,F,0.0
BE,UA,2006,SF,0.0
BE,UA,2005,F,0.0
BE,UA,2004,F,5.0
BE,UA,2004,SF,8.0
BE,UA,2003,,0.0
BA,UA,2016,F,19.0
BA,UA,2012,F,0.0
BA,UA,2012,SF2,2.0
BA,UA,2011,F,0.0
BA,UA,2011,SF2,4.0
BA,UA,2010,F,0.0
BA,UA,2009,F,0.0
BA,UA,2008,F,3.0
BA,UA,2007,F,5.0
BA,UA,2006,F,5.0
BA,UA,2006,SF,3.0
BA,UA,2005,F,0.0
BA,UA,2004,F,6.0
BA,UA,2004,SF,7.0
BA,UA,2003,,0.0
BG,UA,2022,F,12.0
BG,UA,2022,SF1,12.0
BG,UA,2021,F,6.0
BG,UA,2018,F,1.0
BG,UA,2017,F,1.0
BG,UA,2016,F,10.0
BG,UA,2016,SF2,16.0
BG,UA,2013,F,10.0
BG,UA,2012,F,0.0
BG,UA,2012,SF2,5.0
BG,UA,2011,F,8.0
BG,UA,2011,SF2,3.0
BG,UA,2010,F,7.0
BG,UA,2010,SF2,6.0
BG,UA,2009,F,0.0
BG,UA,2008,F,7.0
BG,UA,2008,SF2,12.0
BG,UA,2007,F,3.0
BG,UA,2006,F,3.0
BG,UA,2006,SF,3.0
BG,UA,2005,F,0.0
HR,UA,2023,F,0.0
HR,UA,2022,F,18.0
HR,UA,2022,SF1,19.0
HR,UA,2021,F,8.0
HR,UA,2021,SF1,17.0
HR,UA,2018,F,0.0
HR,UA,2017,F,0.0
HR,UA,2016,F,10.0
HR,UA,2013,F,12.0
HR,UA,2013,SF1,7.0
HR,UA,2012,F,0.0
HR,UA,2012,SF2,1.0
HR,UA,2011,F,5.0
HR,UA,2010,F,0.0
HR,UA,2010,SF2,6.0
HR,UA,2009,F,0.0
HR,UA,2009,SF2,0.0
HR,UA,2008,F,7.0
HR,UA,2008,SF2,7.0
HR,UA,2007,F,5.0
HR,UA,2006,F,4.0
HR,UA,2006,SF,2.0
HR,UA,2005,F,0.0
HR,UA,2004,F,8.0
HR,UA,2004,SF,8.0
HR,UA,2003,,0.0
CY,UA,2023,F,10.0
CY,UA,2022,F,19.0
CY,UA,2021,F,6.0
CY,UA,2021,SF1,6.0
CY,UA,2018,F,2.0
CY,UA,2017,F,0.0
CY,UA,2016,F,7.0
CY,UA,2013,F,10.0
CY,UA,2013,SF1,12.0
CY,UA,2012,F,0.0
CY,UA,2011,F,5.0
CY,UA,2011,SF2,5.0
CY,UA,2010,F,6.0
CY,UA,2010,SF2,6.0
CY,UA,2009,F,0.0
CY,UA,2009,SF2,6.0
CY,UA,2008,F,6.0
CY,UA,2008,SF2,10.0
CY,UA,2007,F,4.0
CY,UA,2006,F,6.0
CY,UA,2006,SF,6.0
CY,UA,2005,F,0.0
CY,UA,2004,F,8.0
CY,UA,2004,SF,8.0
CY,UA,2003,,0.0
CZ,UA,2023,F,24.0
CZ,UA,2022,F,16.0
CZ,UA,2021,F,10.0
CZ,UA,2018,F,12.0
CZ,UA,2017,F,7.0
CZ,UA,2016,F,12.0
CZ,UA,2009,F,5.0
CZ,UA,2008,F,8.0
CZ,UA,2008,SF2,12.0
CZ,UA,2007,F,12.0
DK,UA,2023,F,7.0
DK,UA,2022,F,17.0
DK,UA,2022,SF1,19.0
DK,UA,2021,F,1.0
DK,UA,2018,F,0.0
DK,UA,2018,SF2,8.0
DK,UA,2017,F,0.0
DK,UA,2016,F,15.0
DK,UA,2016,SF2,6.0
DK,UA,2014,F,1.0
DK,UA,2014,SF1,7.0
DK,UA,2013,F,3.0
DK,UA,2013,SF1,8.0
DK,UA,2012,F,0.0
DK,UA,2011,F,0.0
DK,UA,2011,SF2,1.0
DK,UA,2010,F,0.0
DK,UA,2010,SF2,3.0
DK,UA,2009,F,0.0
DK,UA,2009,SF2,0.0
DK,UA,2008,F,7.0
DK,UA,2008,SF2,7.0
DK,UA,2007,F,3.0
DK,UA,2006,F,0.0
DK,UA,2006,SF,0.0
DK,UA,2005,F,0.0
DK,UA,2004,F,5.0
DK,UA,2004,SF,6.0
EE,UA,2023,F,15.0
EE,UA,2022,F,12.0
EE,UA,2021,F,9.0
EE,UA,2018,F,0.0
EE,UA,2017,F,0.0
EE,UA,2016,F,15.0
EE,UA,2014,F,8.0
EE,UA,2014,SF1,10.0
EE,UA,2013,F,10.0
EE,UA,2013,SF1,6.0
EE,UA,2012,F,1.0
EE,UA,2012,SF2,5.0
EE,UA,2011,F,0.0
EE,UA,2011,SF2,7.0
EE,UA,2010,F,0.0
EE,UA,2009,F,0.0
EE,UA,2009,SF2,3.0
EE,UA,2008,F,4.0
EE,UA,2007,F,8.0
EE,UA,2006,F,5.0
EE,UA,2006,SF,4.0
EE,UA,2005,F,0.0
EE,UA,2004,F,12.0
EE,UA,2004,SF,12.0
EE,UA,2003,,3.0
FI,UA,2023,F,0.0
FI,UA,2022,F,12.0
FI,UA,2021,F,10.0
FI,UA,2018,F,0.0
FI,UA,2017,F,0.0
FI,UA,2016,F,12.0
FI,UA,2014,F,2.0
FI,UA,2013,F,0.0
FI,UA,2012,F,0.0
FI,UA,2011,F,0.0
FI,UA,2010,F,0.0
FI,UA,2009,F,0.0
FI,UA,2008,F,3.0
FI,UA,2007,F,6.0
FI,UA,2006,F,2.0
FI,UA,2006,SF,2.0
FI,UA,2005,F,0.0
FI,UA,2004,F,8.0
FI,UA,2004,SF,8.0
FR,UA,2023,F,5.0
FR,UA,2022,F,22.0
FR,UA,2022,SF1,20.0
FR,UA,2021,F,12.0
FR,UA,2018,F,4.0
FR,UA,2018,SF2,3.0
FR,UA,2017,F,0.0
FR,UA,2016,F,10.0
FR,UA,2014,F,0.0
FR,UA,2014,SF1,0.0
FR,UA,2013,F,0.0
FR,UA,2012,F,0.0
FR,UA,2012,SF2,2.0
FR,UA,2011,F,0.0
FR,UA,2011,SF2,0.0
FR,UA,2010,F,2.0
FR,UA,2009,F,0.0
FR,UA,2009,SF2,0.0
FR,UA,2008,F,0.0
FR,UA,2008,SF2,3.0
FR,UA,2007,F,4.0
FR,UA,2006,F,0.0
FR,UA,2006,SF,0.0
FR,UA,2005,F,0.0
FR,UA,2004,F,2.0
FR,UA,2003,,0.0
GE,UA,2023,F,10.0
GE,UA,2022,F,18.0
GE,UA,2021,F,13.0
GE,UA,2018,F,8.0
GE,UA,2018,SF2,17.0
GE,UA,2017,F,4.0
GE,UA,2016,F,22.0
GE,UA,2016,SF2,24.0
GE,UA,2014,F,6.0
GE,UA,2013,F,8.0
GE,UA,2012,F,6.0
GE,UA,2012,SF2,6.0
GE,UA,2011,F,10.0
GE,UA,2010,F,7.0
GE,UA,2010,SF2,7.0
GE,UA,2008,F,10.0
GE,UA,2008,SF2,12.0
GE,UA,2007,F,10.0
DE,UA,2023,F,7.0
DE,UA,2022,F,22.0
DE,UA,2021,F,9.0
DE,UA,2021,SF1,18.0
DE,UA,2018,F,0.0
DE,UA,2018,SF2,1.0
DE,UA,2017,F,0.0
DE,UA,2016,F,13.0
DE,UA,2016,SF2,14.0
DE,UA,2014,F,0.0
DE,UA,2013,F,0.0
DE,UA,2012,F,0.0
DE,UA,2012,SF2,0.0
DE,UA,2011,F,0.0
DE,UA,2011,SF2,0.0
DE,UA,2010,F,0.0
DE,UA,2009,F,0.0
DE,UA,2008,F,0.0
DE,UA,2007,F,5.0
DE,UA,2006,F,0.0
DE,UA,2006,SF,0.0
DE,UA,2005,F,0.0
DE,UA,2004,F,6.0
DE,UA,2004,SF,6.0
DE,UA,2003,,0.0
GR,UA,2023,F,0.0
GR,UA,2022,F,10.0
GR,UA,2022,SF1,13.0
GR,UA,2021,F,6.0
GR,UA,2018,F,0.0
GR,UA,2017,F,0.0
GR,UA,2016,F,8.0
GR,UA,2014,F,5.0
GR,UA,2013,F,8.0
GR,UA,2012,F,1.0
GR,UA,2011,F,7.0
GR,UA,2010,F,0.0
GR,UA,2009,F,0.0
GR,UA,2009,SF2,3.0
GR,UA,2008,F,6.0
GR,UA,2007,F,7.0
GR,UA,2006,F,5.0
GR,UA,2006,SF,4.0
GR,UA,2005,F,0.0
GR,UA,2004,F,7.0
GR,UA,2004,SF,7.0
GR,UA,2003,,0.0
HU,UA,2018,F,0.0
HU,UA,2018,SF2,6.0
HU,UA,2017,F,0.0
HU,UA,2016,F,12.0
HU,UA,2014,F,2.0
HU,UA,2014,SF1,3.0
HU,UA,2013,F,7.0
HU,UA,2012,F,0.0
HU,UA,2011,F,0.0
HU,UA,2009,F,8.0
HU,UA,2009,SF2,8.0
HU,UA,2008,F,6.0
HU,UA,2008,SF2,8.0
HU,UA,2007,F,3.0
HU,UA,2005,F,0.0
IS,UA,2023,F,2.0
IS,UA,2022,F,22.0
IS,UA,2022,SF1,22.0
IS,UA,2021,F,11.0
IS,UA,2018,F,0.0
IS,UA,2017,F,0.0
IS,UA,2016,F,0.0
IS,UA,2014,F,0.0
IS,UA,2014,SF1,7.0
IS,UA,2013,F,3.0
IS,UA,2012,F,0.0
IS,UA,2011,F,0.0
IS,UA,2010,F,0.0
IS,UA,2009,F,0.0
IS,UA,2008,F,5.0
IS,UA,2008,SF2,6.0
IS,UA,2007,F,6.0
IS,UA,2006,F,6.0
IS,UA,2006,SF,5.0
IS,UA,2005,F,0.0
IS,UA,2004,F,12.0
IS,UA,2004,SF,10.0
IS,UA,2003,,0.0
IE,UA,2023,F,7.0
IE,UA,2022,F,15.0
IE,UA,2021,F,14.0
IE,UA,2021,SF1,14.0
IE,UA,2018,F,0.0
IE,UA,2017,F,0.0
IE,UA,2016,F,4.0
IE,UA,2016,SF2,4.0
IE,UA,2014,F,0.0
IE,UA,2013,F,8.0
IE,UA,2013,SF1,2.0
IE,UA,2012,F,3.0
IE,UA,2011,F,0.0
IE,UA,2011,SF2,0.0
IE,UA,2010,F,0.0
IE,UA,2010,SF2,2.0
IE,UA,2009,F,0.0
IE,UA,2009,SF2,3.0
IE,UA,2008,F,6.0
IE,UA,2007,F,8.0
IE,UA,2006,F,1.0
IE,UA,2006,SF,3.0
IE,UA,2005,F,0.0
IE,UA,2004,F,7.0
IE,UA,2004,SF,10.0
IE,UA,2003,,0.0
IL,UA,2023,F,15.0
IL,UA,2022,F,19.0
IL,UA,2021,F,16.0
IL,UA,2021,SF1,12.0
IL,UA,2018,F,7.0
IL,UA,2017,F,4.0
IL,UA,2016,F,20.0
IL,UA,2016,SF2,17.0
IL,UA,2014,F,5.0
IL,UA,2013,F,10.0
IL,UA,2012,F,0.0
IL,UA,2011,F,7.0
IL,UA,2011,SF2,8.0
IL,UA,2010,F,2.0
IL,UA,2010,SF2,2.0
IL,UA,2009,F,2.0
IL,UA,2008,F,10.0
IL,UA,2007,F,10.0
IL,UA,2006,F,6.0
IL,UA,2006,SF,8.0
IL,UA,2005,F,0.0
IL,UA,2004,F,12.0
IL,UA,2004,SF,10.0
IL,UA,2003,,4.0
IT,UA,2023,F,18.0
IT,UA,2022,F,12.0
IT,UA,2022,SF1,19.0
IT,UA,2021,F,13.0
IT,UA,2021,SF1,12.0
IT,UA,2018,F,8.0
IT,UA,2018,SF2,8.0
IT,UA,2017,F,7.0
IT,UA,2016,F,22.0
IT,UA,2016,SF2,22.0
IT,UA,2014,F,10.0
IT,UA,2013,F,5.0
IT,UA,2013,SF1,12.0
IT,UA,2012,F,3.0
IT,UA,2011,F,7.0
IT,UA,2011,SF2,6.0
LV,UA,2023,F,11.0
LV,UA,2022,F,24.0
LV,UA,2022,SF1,24.0
LV,UA,2021,F,13.0
LV,UA,2018,F,3.0
LV,UA,2018,SF2,11.0
LV,UA,2017,F,0.0
LV,UA,2016,F,22.0
LV,UA,2016,SF2,22.0
LV,UA,2014,F,7.0
LV,UA,2014,SF1,7.0
LV,UA,2013,F,7.0
LV,UA,2012,F,6.0
LV,UA,2011,F,0.0
LV,UA,2011,SF2,0.0
LV,UA,2010,F,7.0
LV,UA,2009,F,0.0
LV,UA,2009,SF2,6.0
LV,UA,2008,F,10.0
LV,UA,2008,SF2,6.0
LV,UA,2007,F,12.0
LV,UA,2006,F,5.0
LV,UA,2006,SF,6.0
LV,UA,2005,F,0.0
LV,UA,2004,F,12.0
LV,UA,2004,SF,10.0
LV,UA,2003,,5.0
LT,UA,2023,F,12.0
LT,UA,2022,F,24.0
LT,UA,2022,SF1,24.0
LT,UA,2021,F,24.0
LT,UA,2021,SF1,24.0
LT,UA,2018,F,0.0
LT,UA,2017,F,0.0
LT,UA,2016,F,18.0
LT,UA,2016,SF2,18.0
LT,UA,2014,F,5.0
LT,UA,2013,F,10.0
LT,UA,2013,SF1,12.0
LT,UA,2012,F,2.0
LT,UA,2012,SF2,5.0
LT,UA,2011,F,0.0
LT,UA,2010,F,6.0
LT,UA,2010,SF2,10.0
LT,UA,2009,F,4.0
LT,UA,2009,SF2,2.0
LT,UA,2008,F,6.0
LT,UA,2008,SF2,7.0
LT,UA,2007,F,8.0
LT,UA,2006,F,7.0
LT,UA,2006,SF,6.0
LT,UA,2005,F,0.0
LT,UA,2004,F,12.0
LT,UA,2004,SF,12.0
MT,UA,2023,F,5.0
MT,UA,2022,F,8.0
MT,UA,2021,F,6.0
MT,UA,2021,SF1,11.0
MT,UA,2018,F,0.0
MT,UA,2018,SF2,8.0
MT,UA,2017,F,0.0
MT,UA,2016,F,4.0
MT,UA,2014,F,0.0
MT,UA,2013,F,10.0
MT,UA,2012,F,7.0
MT,UA,2012,SF2,6.0
MT,UA,2011,F,4.0
MT,UA,2010,F,0.0
MT,UA,2009,F,2.0
MT,UA,2008,F,10.0
MT,UA,2008,SF2,8.0
MT,UA,2007,F,3.0
MT,UA,2006,F,2.0
MT,UA,2006,SF,3.0
MT,UA,2005,F,0.0
MT,UA,2004,F,8.0
MT,UA,2004,SF,10.0
MT,UA,2003,,0.0
MD,UA,2023,F,18.0
MD,UA,2022,F,24.0
MD,UA,2022,SF1,24.0
MD,UA,2021,F,10.0
MD,UA,2018,F,15.0
MD,UA,2018,SF2,15.0
MD,UA,2017,F,0.0
MD,UA,2016,F,22.0
MD,UA,2014,F,10.0
MD,UA,2014,SF1,8.0
MD,UA,2013,F,12.0
MD,UA,2013,SF1,12.0
MD,UA,2012,F,8.0
MD,UA,2011,F,8.0
MD,UA,2011,SF2,8.0
MD,UA,2010,F,8.0
MD,UA,2009,F,4.0
MD,UA,2009,SF2,8.0
MD,UA,2008,F,7.0
MD,UA,2007,F,7.0
MD,UA,2006,F,8.0
MD,UA,2006,SF,10.0
MD,UA,2005,F,8.0
MC,UA,2006,F,2.0
MC,UA,2006,SF,2.0
MC,UA,2005,F,0.0
MC,UA,2004,F,6.0
MC,UA,2004,SF,5.0
ME,UA,2022,F,16.0
ME,UA,2018,F,7.0
ME,UA,2018,SF2,17.0
ME,UA,2017,F,0.0
ME,UA,2016,F,8.0
ME,UA,2014,F,7.0
ME,UA,2014,SF1,8.0
ME,UA,2013,F,0.0
ME,UA,2013,SF1,12.0
ME,UA,2012,F,0.0
ME,UA,2009,F,0.0
ME,UA,2008,F,4.0
ME,UA,2007,F,2.0
NL,UA,2023,F,0.0
NL,UA,2022,F,12.0
NL,UA,2022,SF1,20.0
NL,UA,2021,F,8.0
NL,UA,2021,SF1,16.0
NL,UA,2018,F,0.0
NL,UA,2018,SF2,8.0
NL,UA,2017,F,0.0
NL,UA,2016,F,10.0
NL,UA,2014,F,0.0
NL,UA,2014,SF1,5.0
NL,UA,2013,F,5.0
NL,UA,2013,SF1,8.0
NL,UA,2012,F,0.0
NL,UA,2012,SF2,0.0
NL,UA,2011,F,0.0
NL,UA,2011,SF2,0.0
NL,UA,2010,F,7.0
NL,UA,2010,SF2,2.0
NL,UA,2009,F,0.0
NL,UA,2009,SF2,0.0
NL,UA,2008,F,0.0
NL,UA,2007,F,1.0
NL,UA,2006,F,1.0
NL,UA,2006,SF,0.0
NL,UA,2005,F,0.0
NL,UA,2004,F,7.0
NL,UA,2004,SF,7.0
NL,UA,2003,,0.0
MK,UA,2022,F,8.0
MK,UA,2021,F,4.0
MK,UA,2021,SF1,10.0
MK,UA,2018,F,4.0
MK,UA,2017,F,0.0
MK,UA,2016,F,18.0
MK,UA,2016,SF2,16.0
MK,UA,2014,F,0.0
MK,UA,2013,F,0.0
MK,UA,2012,F,3.0
MK,UA,2012,SF2,3.0
MK,UA,2011,F,7.0
MK,UA,2011,SF2,6.0
MK,UA,2010,F,0.0
