Giver,Receiver,Year,Type,Points
MK,UA,2009,F,0.0
MK,UA,2008,F,4.0
MK,UA,2008,SF2,6.0
MK,UA,2007,F,2.0
MK,UA,2006,F,5.0
MK,UA,2006,SF,2.0
MK,UA,2005,F,0.0
MK,UA,2004,F,8.0
MK,UA,2004,SF,8.0
NO,UA,2023,F,1.0
NO,UA,2022,F,15.0
NO,UA,2022,SF1,16.0
NO,UA,2021,F,8.0
NO,UA,2021,SF1,14.0
NO,UA,2018,F,0.0
NO,UA,2018,SF2,7.0
NO,UA,2017,F,0.0
NO,UA,2016,F,8.0
NO,UA,2016,SF2,10.0
NO,UA,2014,F,0.0
NO,UA,2013,F,1.0
NO,UA,2012,F,1.0
NO,UA,2012,SF2,2.0
NO,UA,2011,F,0.0
NO,UA,2010,F,0.0
NO,UA,2010,SF2,4.0
NO,UA,2009,F,5.0
NO,UA,2009,SF2,0.0
NO,UA,2008,F,0.0
NO,UA,2007,F,2.0
NO,UA,2006,F,0.0
NO,UA,2006,SF,0.0
NO,UA,2005,F,0.0
NO,UA,2004,F,7.0
NO,UA,2004,SF,7.0
NO,UA,2003,,0.0
PL,UA,2023,F,12.0
PL,UA,2022,F,24.0
PL,UA,2021,F,12.0
PL,UA,2018,F,12.0
PL,UA,2018,SF2,14.0
PL,UA,2017,F,2.0
PL,UA,2016,F,24.0
PL,UA,2016,SF2,24.0
PL,UA,2014,F,5.0
PL,UA,2011,F,2.0
PL,UA,2010,F,3.0
PL,UA,2009,F,10.0
PL,UA,2009,SF2,7.0
PL,UA,2008,F,10.0
PL,UA,2007,F,12.0
PL,UA,2006,F,6.0
PL,UA,2006,SF,6.0
PL,UA,2005,F,12.0
PL,UA,2004,F,12.0
PL,UA,2003,,10.0
PT,UA,2023,F,12.0
PT,UA,2022,F,20.0
PT,UA,2022,SF1,19.0
PT,UA,2021,F,12.0
PT,UA,2018,F,4.0
PT,UA,2017,F,3.0
PT,UA,2014,F,0.0
PT,UA,2014,SF1,7.0
PT,UA,2012,F,1.0
PT,UA,2012,SF2,2.0
PT,UA,2011,F,7.0
PT,UA,2010,F,0.0
PT,UA,2009,F,6.0
PT,UA,2008,F,12.0
PT,UA,2008,SF2,12.0
PT,UA,2007,F,12.0
PT,UA,2006,F,12.0
PT,UA,2006,SF,10.0
PT,UA,2005,F,7.0
PT,UA,2004,F,10.0
PT,UA,2004,SF,12.0
PT,UA,2003,,0.0
RO,UA,2023,F,4.0
RO,UA,2022,F,22.0
RO,UA,2021,F,12.0
RO,UA,2021,SF1,22.0
RO,UA,2018,F,0.0
RO,UA,2018,SF2,5.0
RO,UA,2017,F,0.0
RO,UA,2014,F,0.0
RO,UA,2013,F,4.0
RO,UA,2012,F,0.0
RO,UA,2011,F,2.0
RO,UA,2011,SF2,2.0
RO,UA,2010,F,5.0
RO,UA,2010,SF2,5.0
RO,UA,2009,F,0.0
RO,UA,2008,F,3.0
RO,UA,2007,F,4.0
RO,UA,2006,F,3.0
RO,UA,2006,SF,8.0
RO,UA,2005,F,0.0
RO,UA,2004,F,6.0
RO,UA,2004,SF,7.0
RO,UA,2003,,0.0
RU,UA,2021,F,7.0
RU,UA,2021,SF1,17.0
RU,UA,2018,F,8.0
RU,UA,2018,SF2,16.0
RU,UA,2016,F,10.0
RU,UA,2014,F,7.0
RU,UA,2014,SF1,7.0
RU,UA,2013,F,1.0
RU,UA,2013,SF1,7.0
RU,UA,2012,F,8.0
RU,UA,2011,F,10.0
RU,UA,2010,F,7.0
RU,UA,2009,F,2.0
RU,UA,2009,SF2,7.0
RU,UA,2008,F,8.0
RU,UA,2007,F,8.0
RU,UA,2006,F,10.0
RU,UA,2006,SF,10.0
RU,UA,2005,F,2.0
RU,UA,2004,F,12.0
RU,UA,2003,,8.0
SM,UA,2023,F,6.0
SM,UA,2022,F,14.0
SM,UA,2021,F,5.0
SM,UA,2018,F,5.0
SM,UA,2018,SF2,11.0
SM,UA,2017,F,0.0
SM,UA,2016,F,24.0
SM,UA,2014,F,0.0
SM,UA,2014,SF1,4.0
SM,UA,2013,F,0.0
SM,UA,2012,F,0.0
SM,UA,2011,F,0.0
SM,UA,2008,F,0.0
RS,UA,2023,F,0.0
RS,UA,2022,F,7.0
RS,UA,2021,F,8.0
RS,UA,2018,F,0.0
RS,UA,2018,SF2,2.0
RS,UA,2017,F,0.0
RS,UA,2016,F,19.0
RS,UA,2016,SF2,16.0
RS,UA,2013,F,10.0
RS,UA,2013,SF1,5.0
RS,UA,2012,F,0.0
RS,UA,2012,SF2,4.0
RS,UA,2011,F,6.0
RS,UA,2010,F,7.0
RS,UA,2009,F,0.0
RS,UA,2009,SF2,1.0
RS,UA,2008,F,6.0
RS,UA,2008,SF2,8.0
RS,UA,2007,F,3.0
CS,UA,2006,F,2.0
CS,UA,2006,SF,5.0
CS,UA,2005,F,0.0
CS,UA,2004,F,10.0
CS,UA,2004,SF,8.0
SK,UA,2012,F,0.0
SK,UA,2012,SF2,1.0
SK,UA,2011,F,12.0
SK,UA,2011,SF2,10.0
SK,UA,2010,F,0.0
SK,UA,2009,F,1.0
SK,UA,2009,SF2,6.0
SI,UA,2023,F,0.0
SI,UA,2022,F,18.0
SI,UA,2022,SF1,17.0
SI,UA,2021,F,7.0
SI,UA,2021,SF1,11.0
SI,UA,2018,F,0.0
SI,UA,2018,SF2,3.0
SI,UA,2017,F,0.0
SI,UA,2016,F,19.0
SI,UA,2016,SF2,16.0
SI,UA,2014,F,0.0
SI,UA,2013,F,0.0
SI,UA,2013,SF1,12.0
SI,UA,2012,F,0.0
SI,UA,2012,SF2,0.0
SI,UA,2011,F,6.0
SI,UA,2011,SF2,6.0
SI,UA,2010,F,0.0
SI,UA,2010,SF2,1.0
SI,UA,2009,F,0.0
SI,UA,2009,SF2,0.0
SI,UA,2008,F,2.0
SI,UA,2007,F,4.0
SI,UA,2006,F,2.0
SI,UA,2006,SF,2.0
SI,UA,2005,F,0.0
SI,UA,2004,F,8.0
SI,UA,2004,SF,8.0
SI,UA,2003,,0.0
ES,UA,2023,F,10.0
ES,UA,2022,F,12.0
ES,UA,2021,F,6.0
ES,UA,2018,F,0.0
ES,UA,2017,F,0.0
ES,UA,2016,F,7.0
ES,UA,2014,F,6.0
ES,UA,2014,SF1,5.0
ES,UA,2013,F,10.0
ES,UA,2012,F,2.0
ES,UA,2011,F,0.0
ES,UA,2010,F,0.0
ES,UA,2009,F,6.0
ES,UA,2009,SF2,10.0
ES,UA,2008,F,7.0
ES,UA,2007,F,7.0
ES,UA,2006,F,3.0
ES,UA,2006,SF,3.0
ES,UA,2005,F,1.0
ES,UA,2004,F,8.0
ES,UA,2004,SF,10.0
ES,UA,2003,,0.0
SE,UA,2023,F,4.0
SE,UA,2022,F,12.0
SE,UA,2021,F,12.0
SE,UA,2021,SF1,12.0
SE,UA,2018,F,0.0
SE,UA,2018,SF2,7.0
SE,UA,2017,F,0.0
SE,UA,2016,F,7.0
SE,UA,2014,F,0.0
SE,UA,2014,SF1,6.0
SE,UA,2013,F,0.0
SE,UA,2013,SF1,1.0
SE,UA,2012,F,0.0
SE,UA,2012,SF2,6.0
SE,UA,2011,F,2.0
SE,UA,2011,SF2,3.0
SE,UA,2010,F,0.0
SE,UA,2010,SF2,0.0
SE,UA,2009,F,0.0
SE,UA,2008,F,0.0
SE,UA,2008,SF2,3.0
SE,UA,2007,F,3.0
SE,UA,2006,F,1.0
SE,UA,2006,SF,0.0
SE,UA,2005,F,0.0
SE,UA,2004,F,10.0
SE,UA,2004,SF,6.0
SE,UA,2003,,0.0
CH,UA,2023,F,0.0
CH,UA,2022,F,13.0
CH,UA,2022,SF1,18.0
CH,UA,2021,F,2.0
CH,UA,2018,F,0.0
CH,UA,2017,F,0.0
CH,UA,2016,F,10.0
CH,UA,2016,SF2,10.0
CH,UA,2014,F,0.0
CH,UA,2013,F,0.0
CH,UA,2012,F,0.0
CH,UA,2011,F,0.0
CH,UA,2010,F,0.0
CH,UA,2010,SF2,0.0
CH,UA,2009,F,0.0
CH,UA,2008,F,0.0
CH,UA,2008,SF2,1.0
CH,UA,2007,F,2.0
CH,UA,2006,F,0.0
CH,UA,2006,SF,0.0
CH,UA,2005,F,0.0
CH,UA,2004,F,0.0
CH,UA,2004,SF,2.0
TR,UA,2012,F,0.0
TR,UA,2012,SF2,0.0
TR,UA,2011,F,7.0
TR,UA,2010,F,1.0
TR,UA,2010,SF2,3.0
TR,UA,2009,F,0.0
TR,UA,2008,F,8.0
TR,UA,2008,SF2,12.0
TR,UA,2007,F,3.0
TR,UA,2006,F,8.0
TR,UA,2006,SF,7.0
TR,UA,2005,F,0.0
TR,UA,2004,F,12.0
TR,UA,2004,SF,8.0
TR,UA,2003,,0.0
GB,UA,2023,F,4.0
GB,UA,2022,F,12.0
GB,UA,2021,F,4.0
GB,UA,2018,F,0.0
GB,UA,2017,F,0.0
GB,UA,2016,F,15.0
GB,UA,2016,SF2,9.0
GB,UA,2014,F,0.0
GB,UA,2013,F,5.0
GB,UA,2013,SF1,2.0
GB,UA,2012,F,0.0
GB,UA,2012,SF2,2.0
GB,UA,2011,F,0.0
GB,UA,2010,F,5.0
GB,UA,2010,SF2,2.0
GB,UA,2009,F,2.0
GB,UA,2008,F,5.0
GB,UA,2008,SF2,0.0
GB,UA,2007,F,8.0
GB,UA,2006,F,0.0
GB,UA,2006,SF,0.0
GB,UA,2005,F,0.0
GB,UA,2004,F,5.0
GB,UA,2004,SF,7.0
GB,UA,2003,,0.0
AL,GB,2023,F,0.0
AL,GB,2022,F,14.0
AL,GB,2021,F,0.0
AL,GB,2019,F,0.0
AL,GB,2018,F,3.0
AL,GB,2017,F,8.0
AL,GB,2016,F,5.0
AL,GB,2015,F,0.0
AL,GB,2014,F,0.0
AL,GB,2013,F,0.0
AL,GB,2012,F,0.0
AL,GB,2011,F,6.0
AL,GB,2010,F,1.0
AL,GB,2009,F,8.0
AL,GB,2008,F,0.0
AL,GB,2007,F,0.0
AL,GB,2006,F,0.0
AL,GB,2005,F,0.0
AL,GB,2004,F,0.0
AD,GB,2009,F,4.0
AD,GB,2008,F,0.0
AD,GB,2007,F,0.0
AD,GB,2006,F,2.0
AD,GB,2005,F,0.0
AD,GB,2004,F,0.0
AM,GB,2023,F,0.0
AM,GB,2022,F,1.0
AM,GB,2019,F,2.0
AM,GB,2018,F,0.0
AM,GB,2017,F,4.0
AM,GB,2016,F,0.0
AM,GB,2015,F,0.0
AM,GB,2014,F,0.0
AM,GB,2013,F,0.0
AM,GB,2011,F,2.0
AM,GB,2010,F,0.0
AM,GB,2009,F,7.0
AM,GB,2008,F,0.0
AM,GB,2007,F,0.0
AM,GB,2006,F,0.0
AU,GB,2023,F,0.0
AU,GB,2022,F,7.0
AU,GB,2021,F,0.0
AU,GB,2019,F,0.0
AU,GB,2018,F,6.0
AU,GB,2017,F,15.0
AU,GB,2016,F,8.0
AU,GB,2015,F,0.0
AT,GB,2023,F,0.0
AT,GB,2022,F,20.0
AT,GB,2021,F,0.0
AT,GB,2019,F,0.0
AT,GB,2018,F,0.0
AT,GB,2017,F,1.0
AT,GB,2016,F,0.0
AT,GB,2015,F,0.0
AT,GB,2014,F,0.0
AT,GB,2013,F,0.0
AT,GB,2012,F,0.0
AT,GB,2011,F,0.0
AT,GB,2007,F,0.0
AT,GB,2005,F,0.0
AT,GB,2004,F,0.0
AT,GB,2003,,0.0
AT,GB,2002,,12.0
AT,GB,2000,,0.0
AT,GB,1999,,0.0
AT,GB,1997,,12.0
AT,GB,1996,,3.0
AT,GB,1995,,12.0
AT,GB,1994,,1.0
AT,GB,1993,,12.0
AT,GB,1992,,12.0
AT,GB,1991,,6.0
AT,GB,1990,,1.0
AT,GB,1989,,8.0
AT,GB,1988,,10.0
AT,GB,1987,,5.0
AT,GB,1986,,3.0
AT,GB,1985,,2.0
AT,GB,1984,,2.0
AT,GB,1983,,10.0
AT,GB,1982,,12.0
AT,GB,1981,,4.0
AT,GB,1980,,7.0
AT,GB,1979,,6.0
AT,GB,1978,,5.0
AT,GB,1977,,12.0
AT,GB,1976,,10.0
AT,GB,1972,,7.0
AT,GB,1971,,4.0
AT,GB,1968,,0.0
AT,GB,1967,,3.0
AT,GB,1966,,0.0
AT,GB,1965,,0.0
AT,GB,1964,,1.0
AT,GB,1963,,0.0
AT,GB,1962,,0.0
AT,GB,1961,,0.0
AT,GB,1960,,3.0
AT,GB,1959,,2.0
AT,GB,1957,,1.0
AZ,GB,2023,F,0.0
AZ,GB,2022,F,20.0
AZ,GB,2021,F,0.0
AZ,GB,2019,F,0.0
AZ,GB,2018,F,0.0
AZ,GB,2017,F,0.0
AZ,GB,2016,F,0.0
AZ,GB,2015,F,0.0
AZ,GB,2014,F,0.0
AZ,GB,2013,F,0.0
AZ,GB,2012,F,0.0
AZ,GB,2011,F,5.0
AZ,GB,2010,F,2.0
AZ,GB,2009,F,0.0
AZ,GB,2008,F,0.0
BY,GB,2019,F,0.0
BY,GB,2018,F,0.0
BY,GB,2017,F,0.0
BY,GB,2016,F,0.0
BY,GB,2015,F,0.0
BY,GB,2014,F,0.0
BY,GB,2013,F,0.0
BY,GB,2012,F,0.0
BY,GB,2011,F,2.0
BY,GB,2010,F,0.0
BY,GB,2009,F,3.0
BY,GB,2008,F,0.0
BY,GB,2007,F,0.0
BY,GB,2006,F,0.0
BY,GB,2005,F,0.0
BY,GB,2004,F,1.0
BE,GB,2023,F,0.0
BE,GB,2022,F,15.0
BE,GB,2021,F,0.0
BE,GB,2019,F,0.0
BE,GB,2018,F,0.0
BE,GB,2017,F,2.0
BE,GB,2016,F,0.0
BE,GB,2015,F,0.0
BE,GB,2014,F,1.0
BE,GB,2013,F,0.0
BE,GB,2012,F,1.0
BE,GB,2011,F,0.0
BE,GB,2010,F,0.0
BE,GB,2009,F,0.0
BE,GB,2008,F,0.0
BE,GB,2007,F,0.0
BE,GB,2006,F,0.0
BE,GB,2005,F,0.0
BE,GB,2004,F,0.0
BE,GB,2003,,0.0
BE,GB,2002,,6.0
BE,GB,2000,,0.0
BE,GB,1999,,0.0
BE,GB,1998,,6.0
BE,GB,1996,,12.0
BE,GB,1995,,7.0
BE,GB,1993,,12.0
BE,GB,1992,,12.0
BE,GB,1991,,3.0
BE,GB,1990,,12.0
BE,GB,1989,,0.0
BE,GB,1988,,12.0
BE,GB,1987,,3.0
BE,GB,1986,,0.0
BE,GB,1985,,6.0
BE,GB,1984,,2.0
BE,GB,1983,,0.0
BE,GB,1982,,0.0
BE,GB,1981,,8.0
BE,GB,1980,,6.0
BE,GB,1979,,0.0
BE,GB,1978,,4.0
BE,GB,1977,,12.0
BE,GB,1976,,12.0
BE,GB,1975,,10.0
BE,GB,1974,,1.0
BE,GB,1973,,6.0
BE,GB,1972,,4.0
BE,GB,1971,,8.0
BE,GB,1970,,0.0
BE,GB,1969,,0.0
BE,GB,1968,,2.0
BE,GB,1967,,3.0
BE,GB,1966,,0.0
BE,GB,1965,,6.0
BE,GB,1964,,0.0
BE,GB,1963,,0.0
BE,GB,1962,,0.0
BE,GB,1961,,1.0
BE,GB,1960,,1.0
BE,GB,1959,,2.0
BE,GB,1957,,1.0
BA,GB,2016,F,0.0
BA,GB,2012,F,0.0
BA,GB,2011,F,0.0
BA,GB,2010,F,0.0
BA,GB,2009,F,4.0
BA,GB,2008,F,0.0
BA,GB,2007,F,0.0
BA,GB,2006,F,0.0
BA,GB,2005,F,0.0
BA,GB,2004,F,0.0
BA,GB,2003,,0.0
BA,GB,2002,,7.0
BA,GB,2001,,0.0
BA,GB,1999,,1.0
BA,GB,1997,,10.0
BA,GB,1996,,0.0
BA,GB,1995,,4.0
BA,GB,1994,,4.0
BA,GB,1993,,3.0
BG,GB,2022,F,13.0
BG,GB,2021,F,0.0
BG,GB,2018,F,0.0
BG,GB,2017,F,0.0
BG,GB,2016,F,0.0
BG,GB,2013,F,0.0
BG,GB,2012,F,0.0
BG,GB,2011,F,12.0
BG,GB,2010,F,0.0
BG,GB,2009,F,7.0
BG,GB,2008,F,0.0
BG,GB,2007,F,0.0
BG,GB,2006,F,0.0
BG,GB,2005,F,0.0
HR,GB,2023,F,0.0
HR,GB,2022,F,0.0
HR,GB,2021,F,0.0
HR,GB,2019,F,0.0
HR,GB,2018,F,2.0
HR,GB,2017,F,0.0
HR,GB,2016,F,0.0
HR,GB,2013,F,0.0
HR,GB,2012,F,0.0
HR,GB,2011,F,0.0
HR,GB,2010,F,0.0
HR,GB,2009,F,4.0
HR,GB,2008,F,0.0
HR,GB,2007,F,0.0
HR,GB,2006,F,1.0
HR,GB,2005,F,0.0
HR,GB,2004,F,0.0
HR,GB,2003,,0.0
HR,GB,2002,,0.0
HR,GB,2001,,3.0
HR,GB,2000,,4.0
HR,GB,1999,,5.0
HR,GB,1998,,12.0
HR,GB,1997,,12.0
HR,GB,1996,,7.0
HR,GB,1995,,0.0
HR,GB,1994,,6.0
HR,GB,1993,,10.0
CY,GB,2023,F,0.0
CY,GB,2022,F,9.0
CY,GB,2021,F,0.0
CY,GB,2019,F,0.0
CY,GB,2018,F,0.0
CY,GB,2017,F,5.0
CY,GB,2016,F,0.0
CY,GB,2015,F,0.0
CY,GB,2013,F,0.0
CY,GB,2012,F,0.0
CY,GB,2011,F,4.0
CY,GB,2010,F,0.0
CY,GB,2009,F,7.0
CY,GB,2008,F,0.0
CY,GB,2007,F,0.0
CY,GB,2006,F,1.0
CY,GB,2005,F,5.0
CY,GB,2004,F,0.0
CY,GB,2003,,0.0
CY,GB,2002,,0.0
CY,GB,2000,,3.0
CY,GB,1999,,4.0
CY,GB,1998,,8.0
CY,GB,1997,,7.0
CY,GB,1996,,1.0
CY,GB,1995,,0.0
CY,GB,1994,,5.0
CY,GB,1993,,4.0
CY,GB,1992,,6.0
CY,GB,1991,,1.0
CY,GB,1990,,3.0
CY,GB,1989,,2.0
CY,GB,1987,,2.0
CY,GB,1986,,2.0
CY,GB,1985,,0.0
CY,GB,1984,,2.0
CY,GB,1983,,6.0
CY,GB,1982,,3.0
CY,GB,1981,,4.0
CZ,GB,2023,F,0.0
CZ,GB,2022,F,14.0
CZ,GB,2021,F,0.0
CZ,GB,2019,F,0.0
CZ,GB,2018,F,0.0
CZ,GB,2017,F,5.0
CZ,GB,2016,F,4.0
CZ,GB,2015,F,0.0
CZ,GB,2009,F,6.0
CZ,GB,2008,F,0.0
CZ,GB,2007,F,0.0
DK,GB,2023,F,1.0
DK,GB,2022,F,12.0
DK,GB,2021,F,0.0
DK,GB,2019,F,0.0
DK,GB,2018,F,3.0
DK,GB,2017,F,0.0
DK,GB,2016,F,3.0
DK,GB,2015,F,0.0
DK,GB,2014,F,7.0
DK,GB,2013,F,0.0
DK,GB,2012,F,0.0
DK,GB,2011,F,3.0
DK,GB,2010,F,0.0
DK,GB,2009,F,3.0
DK,GB,2008,F,0.0
DK,GB,2007,F,0.0
DK,GB,2006,F,4.0
DK,GB,2005,F,0.0
DK,GB,2004,F,0.0
DK,GB,2002,,6.0
DK,GB,2001,,0.0
DK,GB,2000,,0.0
DK,GB,1999,,1.0
DK,GB,1997,,12.0
DK,GB,1995,,7.0
DK,GB,1993,,8.0
DK,GB,1992,,12.0
DK,GB,1991,,3.0
DK,GB,1990,,3.0
DK,GB,1989,,1.0
DK,GB,1988,,10.0
DK,GB,1987,,4.0
DK,GB,1986,,8.0
DK,GB,1985,,5.0
DK,GB,1984,,1.0
DK,GB,1983,,5.0
DK,GB,1982,,2.0
DK,GB,1981,,10.0
DK,GB,1980,,10.0
DK,GB,1979,,10.0
DK,GB,1978,,0.0
DK,GB,1966,,0.0
DK,GB,1965,,5.0
DK,GB,1964,,0.0
DK,GB,1963,,3.0
DK,GB,1962,,2.0
DK,GB,1961,,1.0
DK,GB,1960,,0.0
DK,GB,1959,,1.0
DK,GB,1957,,0.0
EE,GB,2023,F,0.0
EE,GB,2022,F,9.0
EE,GB,2021,F,0.0
EE,GB,2019,F,0.0
EE,GB,2018,F,0.0
EE,GB,2017,F,6.0
EE,GB,2016,F,3.0
EE,GB,2015,F,0.0
EE,GB,2014,F,0.0
EE,GB,2013,F,0.0
EE,GB,2012,F,5.0
EE,GB,2011,F,0.0
EE,GB,2010,F,0.0
EE,GB,2009,F,0.0
EE,GB,2008,F,0.0
EE,GB,2007,F,0.0
EE,GB,2006,F,2.0
EE,GB,2005,F,0.0
EE,GB,2004,F,4.0
EE,GB,2003,,0.0
EE,GB,2002,,6.0
EE,GB,2001,,0.0
EE,GB,2000,,2.0
EE,GB,1999,,0.0
EE,GB,1998,,8.0
EE,GB,1997,,10.0
EE,GB,1996,,2.0
EE,GB,1994,,5.0
FI,GB,2023,F,4.0
FI,GB,2022,F,14.0
FI,GB,2021,F,0.0
FI,GB,2019,F,0.0
FI,GB,2018,F,0.0
FI,GB,2017,F,2.0
FI,GB,2016,F,0.0
FI,GB,2015,F,0.0
FI,GB,2014,F,0.0
FI,GB,2013,F,0.0
FI,GB,2012,F,0.0
FI,GB,2011,F,0.0
FI,GB,2010,F,0.0
FI,GB,2009,F,0.0
FI,GB,2008,F,0.0
FI,GB,2007,F,0.0
FI,GB,2006,F,0.0
FI,GB,2005,F,0.0
FI,GB,2004,F,0.0
FI,GB,2002,,8.0
FI,GB,2000,,0.0
FI,GB,1998,,8.0
FI,GB,1996,,0.0
FI,GB,1994,,0.0
FI,GB,1993,,5.0
FI,GB,1992,,6.0
FI,GB,1991,,0.0
FI,GB,1990,,0.0
FI,GB,1989,,6.0
FI,GB,1988,,10.0
FI,GB,1987,,1.0
FI,GB,1986,,10.0
FI,GB,1985,,7.0
FI,GB,1984,,4.0
FI,GB,1983,,0.0
FI,GB,1982,,4.0
FI,GB,1981,,3.0
FI,GB,1980,,4.0
FI,GB,1979,,7.0
FI,GB,1978,,0.0
FI,GB,1977,,4.0
FI,GB,1976,,10.0
FI,GB,1975,,7.0
FI,GB,1974,,1.0
FI,GB,1973,,9.0
FI,GB,1972,,7.0
FI,GB,1971,,6.0
FI,GB,1969,,1.0
FI,GB,1968,,2.0
FI,GB,1967,,2.0
FI,GB,1966,,0.0
FI,GB,1965,,0.0
FI,GB,1964,,3.0
FI,GB,1963,,3.0
FI,GB,1962,,3.0
FI,GB,1961,,0.0
FR,GB,2023,F,0.0
FR,GB,2022,F,14.0
FR,GB,2021,F,0.0
FR,GB,2019,F,0.0
FR,GB,2018,F,3.0
FR,GB,2017,F,3.0
FR,GB,2016,F,0.0
FR,GB,2015,F,0.0
FR,GB,2014,F,0.0
FR,GB,2013,F,0.0
FR,GB,2012,F,0.0
FR,GB,2011,F,1.0
FR,GB,2010,F,0.0
FR,GB,2009,F,4.0
FR,GB,2008,F,0.0
FR,GB,2007,F,0.0
FR,GB,2006,F,0.0
FR,GB,2005,F,0.0
FR,GB,2004,F,0.0
FR,GB,2003,,0.0
FR,GB,2002,,1.0
FR,GB,2001,,0.0
FR,GB,2000,,0.0
FR,GB,1999,,0.0
FR,GB,1998,,3.0
FR,GB,1997,,12.0
FR,GB,1996,,8.0
FR,GB,1995,,12.0
FR,GB,1994,,0.0
FR,GB,1993,,6.0
FR,GB,1992,,10.0
FR,GB,1991,,1.0
FR,GB,1990,,10.0
FR,GB,1989,,12.0
FR,GB,1988,,0.0
FR,GB,1987,,0.0
FR,GB,1986,,10.0
FR,GB,1985,,6.0
FR,GB,1984,,0.0
FR,GB,1983,,5.0
FR,GB,1981,,7.0
FR,GB,1980,,5.0
FR,GB,1979,,0.0
FR,GB,1978,,2.0
FR,GB,1977,,12.0
FR,GB,1976,,7.0
FR,GB,1975,,12.0
FR,GB,1973,,8.0
FR,GB,1972,,9.0
FR,GB,1971,,8.0
FR,GB,1970,,2.0
FR,GB,1969,,0.0
FR,GB,1968,,4.0
FR,GB,1967,,7.0
FR,GB,1966,,0.0
FR,GB,1965,,0.0
FR,GB,1964,,1.0
FR,GB,1963,,3.0
FR,GB,1962,,0.0
FR,GB,1961,,0.0
FR,GB,1960,,0.0
FR,GB,1959,,1.0
FR,GB,1957,,0.0
GE,GB,2023,F,0.0
GE,GB,2022,F,16.0
GE,GB,2021,F,0.0
GE,GB,2019,F,1.0
GE,GB,2018,F,0.0
GE,GB,2017,F,0.0
GE,GB,2016,F,0.0
GE,GB,2015,F,0.0
GE,GB,2014,F,3.0
GE,GB,2013,F,0.0
GE,GB,2012,F,0.0
GE,GB,2011,F,0.0
GE,GB,2010,F,3.0
GE,GB,2008,F,0.0
GE,GB,2007,F,0.0
DE,GB,2023,F,0.0
DE,GB,2022,F,18.0
DE,GB,2021,F,0.0
DE,GB,2019,F,0.0
DE,GB,2018,F,1.0
DE,GB,2017,F,6.0
DE,GB,2016,F,0.0
DE,GB,2015,F,0.0
DE,GB,2014,F,0.0
DE,GB,2013,F,0.0
DE,GB,2012,F,0.0
DE,GB,2011,F,0.0
DE,GB,2010,F,0.0
DE,GB,2009,F,8.0
DE,GB,2008,F,0.0
DE,GB,2007,F,0.0
DE,GB,2006,F,0.0
DE,GB,2005,F,0.0
DE,GB,2004,F,0.0
DE,GB,2003,,0.0
DE,GB,2002,,8.0
DE,GB,2001,,2.0
DE,GB,2000,,0.0
DE,GB,1999,,0.0
DE,GB,1998,,1.0
DE,GB,1997,,10.0
DE,GB,1995,,0.0
DE,GB,1994,,4.0
DE,GB,1993,,6.0
DE,GB,1992,,12.0
DE,GB,1991,,0.0
DE,GB,1990,,1.0
DE,GB,1989,,12.0
DE,GB,1988,,10.0
DE,GB,1987,,0.0
DE,GB,1986,,5.0
DE,GB,1985,,5.0
DE,GB,1984,,7.0
DE,GB,1983,,3.0
DE,GB,1982,,1.0
DE,GB,1981,,4.0
DE,GB,1980,,3.0
DE,GB,1979,,8.0
DE,GB,1978,,8.0
DE,GB,1977,,10.0
DE,GB,1976,,8.0
DE,GB,1975,,10.0
DE,GB,1974,,2.0
DE,GB,1973,,7.0
DE,GB,1972,,8.0
DE,GB,1971,,5.0
DE,GB,1970,,4.0
DE,GB,1969,,1.0
DE,GB,1968,,2.0
DE,GB,1967,,3.0
DE,GB,1966,,0.0
DE,GB,1965,,0.0
DE,GB,1964,,1.0
DE,GB,1963,,0.0
DE,GB,1962,,0.0
DE,GB,1961,,0.0
DE,GB,1960,,1.0
DE,GB,1959,,0.0
DE,GB,1957,,0.0
GR,GB,2023,F,0.0
GR,GB,2022,F,5.0
GR,GB,2021,F,0.0
GR,GB,2019,F,0.0
GR,GB,2018,F,0.0
GR,GB,2017,F,1.0
GR,GB,2016,F,0.0
GR,GB,2015,F,0.0
GR,GB,2014,F,0.0
GR,GB,2013,F,0.0
GR,GB,2012,F,0.0
GR,GB,2011,F,2.0
GR,GB,2010,F,0.0
GR,GB,2009,F,12.0
GR,GB,2008,F,0.0
GR,GB,2007,F,0.0
GR,GB,2006,F,0.0
GR,GB,2005,F,0.0
GR,GB,2004,F,0.0
GR,GB,2003,,0.0
GR,GB,2002,,7.0
GR,GB,2001,,0.0
GR,GB,1998,,7.0
GR,GB,1997,,10.0
GR,GB,1996,,0.0
GR,GB,1995,,0.0
GR,GB,1994,,0.0
GR,GB,1993,,0.0
GR,GB,1992,,0.0
GR,GB,1991,,3.0
GR,GB,1990,,5.0
GR,GB,1989,,2.0
GR,GB,1988,,6.0
GR,GB,1987,,0.0
GR,GB,1985,,4.0
GR,GB,1983,,5.0
GR,GB,1981,,6.0
GR,GB,1980,,0.0
GR,GB,1979,,0.0
GR,GB,1978,,3.0
GR,GB,1977,,0.0
GR,GB,1976,,12.0
GR,GB,1974,,1.0
HU,GB,2019,F,2.0
HU,GB,2018,F,0.0
HU,GB,2017,F,3.0
HU,GB,2016,F,0.0
HU,GB,2015,F,0.0
HU,GB,2014,F,0.0
HU,GB,2013,F,0.0
HU,GB,2012,F,0.0
